STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-18-2012,7,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-25-2012,8,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-03-2012,9,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-10-2012,10,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-17-2012,11,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-24-2012,12,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-31-2012,13,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-07-2012,14,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-14-2012,15,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-21-2012,16,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-28-2012,17,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-05-2012,18,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-12-2012,19,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-19-2012,20,2011-12
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-06-2012,40,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-13-2012,41,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-20-2012,42,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-27-2012,43,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-03-2012,44,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-10-2012,45,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-17-2012,46,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Nov-24-2012,47,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Dec-01-2012,48,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Dec-08-2012,49,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Dec-15-2012,50,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Dec-22-2012,51,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Dec-29-2012,52,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-05-2013,1,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-12-2013,2,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-19-2013,3,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-26-2013,4,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-02-2013,5,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-09-2013,6,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-16-2013,7,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-23-2013,8,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-02-2013,9,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Mar-09-2013,10,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Mar-16-2013,11,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Mar-23-2013,12,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Mar-30-2013,13,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Apr-06-2013,14,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-13-2013,15,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-20-2013,16,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Apr-27-2013,17,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-04-2013,18,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-11-2013,19,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-18-2013,20,2012-13
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-05-2013,40,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-12-2013,41,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-19-2013,42,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-26-2013,43,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-02-2013,44,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-09-2013,45,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-16-2013,46,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-23-2013,47,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-30-2013,48,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Dec-07-2013,49,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Dec-14-2013,50,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Dec-21-2013,51,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Dec-28-2013,52,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-04-2014,1,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-11-2014,2,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-18-2014,3,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-25-2014,4,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-01-2014,5,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-08-2014,6,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Feb-15-2014,7,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Feb-22-2014,8,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Mar-01-2014,9,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Mar-08-2014,10,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Mar-15-2014,11,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Mar-22-2014,12,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Mar-29-2014,13,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-05-2014,14,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Apr-12-2014,15,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Apr-19-2014,16,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Apr-26-2014,17,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-03-2014,18,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-10-2014,19,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-17-2014,20,2013-14
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-04-2014,40,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-11-2014,41,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-18-2014,42,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-25-2014,43,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-01-2014,44,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-08-2014,45,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Nov-15-2014,46,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Nov-22-2014,47,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Nov-29-2014,48,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Dec-06-2014,49,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Dec-13-2014,50,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Dec-20-2014,51,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Dec-27-2014,52,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-03-2015,53,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-10-2015,1,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-17-2015,2,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-24-2015,3,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-31-2015,4,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-07-2015,5,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-14-2015,6,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-21-2015,7,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-28-2015,8,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-07-2015,9,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-14-2015,10,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Mar-21-2015,11,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Mar-28-2015,12,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-04-2015,13,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-11-2015,14,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-18-2015,15,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-25-2015,16,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-02-2015,17,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-09-2015,18,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-16-2015,19,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-23-2015,20,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-10-2015,40,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-17-2015,41,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-24-2015,42,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-31-2015,43,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Nov-07-2015,44,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Nov-14-2015,45,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Nov-21-2015,46,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-28-2015,47,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-05-2015,48,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-12-2015,49,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-19-2015,50,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-26-2015,51,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Jan-02-2016,52,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Jan-09-2016,1,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Jan-16-2016,2,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Jan-23-2016,3,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Jan-30-2016,4,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Feb-06-2016,5,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Feb-13-2016,6,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Feb-20-2016,7,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-27-2016,8,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-05-2016,9,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-12-2016,10,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-19-2016,11,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-26-2016,12,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Apr-02-2016,13,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Apr-09-2016,14,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Apr-16-2016,15,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-23-2016,16,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-30-2016,17,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-07-2016,18,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-14-2016,19,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-21-2016,20,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-08-2016,40,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-15-2016,41,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Oct-22-2016,42,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Oct-29-2016,43,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-05-2016,44,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-12-2016,45,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-19-2016,46,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-26-2016,47,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-03-2016,48,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-10-2016,49,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-17-2016,50,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-24-2016,51,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Dec-31-2016,52,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Jan-07-2017,1,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Jan-14-2017,2,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-21-2017,3,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-28-2017,4,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-04-2017,5,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-11-2017,6,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-18-2017,7,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-25-2017,8,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-04-2017,9,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-11-2017,10,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-18-2017,11,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-25-2017,12,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Apr-01-2017,13,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Apr-08-2017,14,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-15-2017,15,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-22-2017,16,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-29-2017,17,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-06-2017,18,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-13-2017,19,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,May-20-2017,20,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-07-2017,40,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-14-2017,41,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-21-2017,42,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Oct-28-2017,43,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-04-2017,44,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-11-2017,45,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Nov-18-2017,46,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Nov-25-2017,47,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Dec-02-2017,48,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Dec-09-2017,49,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Dec-16-2017,50,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Dec-23-2017,51,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Dec-30-2017,52,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-06-2018,1,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-13-2018,2,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-20-2018,3,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-27-2018,4,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-03-2018,5,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-10-2018,6,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-17-2018,7,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-24-2018,8,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-03-2018,9,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-10-2018,10,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-17-2018,11,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-24-2018,12,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-31-2018,13,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-07-2018,14,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-14-2018,15,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-21-2018,16,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-28-2018,17,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-05-2018,18,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-12-2018,19,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-19-2018,20,2017-18
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",No Activity,Oct-06-2018,40,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Oct-13-2018,41,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Oct-20-2018,42,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Oct-27-2018,43,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-03-2018,44,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-10-2018,45,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-17-2018,46,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Nov-24-2018,47,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Dec-01-2018,48,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Dec-08-2018,49,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Dec-15-2018,50,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Dec-22-2018,51,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Dec-29-2018,52,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-05-2019,1,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-12-2019,2,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-19-2019,3,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Jan-26-2019,4,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-02-2019,5,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-09-2019,6,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-16-2019,7,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Feb-23-2019,8,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-02-2019,9,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-09-2019,10,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-16-2019,11,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Widespread,Mar-23-2019,12,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Mar-30-2019,13,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Regional,Apr-06-2019,14,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Local Activity,Apr-13-2019,15,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-20-2019,16,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,Apr-27-2019,17,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Sporadic,May-04-2019,18,2018-19
